,race_category,marital_status,arrest_year,admit_year,primary_offense,violent_offense_type,has_work_assignment,work_assignment,work_assignment_required,WA_break_up_boredom,WA_friendship,WA_early_release,WA_learn_job_skills,WA_make_spending_money
3046,white,divorced,2012,2016,public_order,nonviolent,yes,grounds/road_maintenance,yes,,,,,
3047,hispanic/latino,married,2015,2015,public_order,nonviolent,no,no_WA,,,,,,
3048,black,never_married,2012,2013,violent,other_violent_offense,no,no_WA,,,,,,
3049,other,never_married,2016,2016,public_order,nonviolent,no,no_WA,,,,,,
3050,black,never_married,2015,2015,property,nonviolent,no,no_WA,,,,,,
3051,white,never_married,2009,2011,violent,rape,yes,laundry,yes,,,,,
3052,white,separated,2014,2015,drug,nonviolent,yes,grounds/road_maintenance,yes,,,,,
3053,black,never_married,2013,2013,violent,other_violent_offense,no,no_WA,,,,,,
3055,black,never_married,2014,2015,property,nonviolent,yes,laundry,yes,,,,,
3056,black,never_married,2016,2016,,,no,no_WA,,,,,,
3057,white,divorced,2016,2016,violent,,no,no_WA,,,,,,
3058,white,married,,1997,violent,rape,no,no_WA,,,,,,
3059,white,divorced,2014,2015,property,nonviolent,yes,maintenance/repair/construction,yes,,,,,
3060,white,married,2008,2008,violent,,no,no_WA,,,,,,
3061,other,divorced,2010,2012,property,nonviolent,yes,janitorial,yes,,,,,
3062,black,never_married,2013,2013,violent,other_violent_offense,no,no_WA,,,,,,
3064,other,never_married,2013,2014,violent,other_violent_offense,no,no_WA,,,,,,
3066,white,never_married,1990,1991,violent,murder/manslaughter,yes,janitorial,yes,,,,,
3068,other,divorced,2015,2016,property,nonviolent,no,no_WA,,,,,,
3069,black,never_married,2013,2013,violent,other_violent_offense,no,no_WA,,,,,,
3070,white,married,2011,2012,drug,nonviolent,yes,maintenance/repair/construction,yes,,,,,
3071,hispanic/latino,separated,2014,2015,drug,nonviolent,yes,food,yes,,,,,
3072,white,widowed,2014,2016,drug,nonviolent,no,no_WA,,,,,,
3074,other,married,2016,2016,drug,nonviolent,yes,janitorial,yes,,,,,
3075,other,never_married,1993,1993,violent,other_violent_offense,no,no_WA,,,,,,
3076,black,never_married,2016,2016,,,yes,food,yes,,,,,
3077,black,never_married,2013,2014,public_order,nonviolent,no,no_WA,,,,,,
3078,american_indian/alaska_native,never_married,2015,2015,,,yes,janitorial,yes,,,,,
3079,american_indian/alaska_native,never_married,2013,2013,violent,,yes,food,yes,,,,,
3081,hispanic/latino,never_married,2012,2012,drug,nonviolent,yes,janitorial,yes,,,,,
3082,white,separated,2015,2016,,,yes,other,yes,,,,,
3083,white,never_married,2016,2016,drug,nonviolent,no,no_WA,,,,,,
3084,white,never_married,,,,,no,no_WA,,,,,,
3085,white,divorced,2010,2011,drug,nonviolent,yes,goods_production/industries,yes,,,,,
3087,hispanic/latino,divorced,2013,2016,drug,nonviolent,no,no_WA,,,,,,
3089,black,never_married,2015,2016,drug,nonviolent,no,no_WA,,,,,,
3091,white,divorced,2015,2015,property,nonviolent,yes,food,yes,,,,,
3092,black,never_married,2014,2014,property,nonviolent,no,no_WA,,,,,,
3093,white,married,1991,1993,violent,murder/manslaughter,yes,general_services,yes,,,,,
3094,white,divorced,2014,2016,violent,other_violent_offense,no,no_WA,,,,,,
3096,asian,divorced,2014,2015,violent,other_violent_offense,yes,other,yes,,,,,
3097,other,never_married,2002,2002,violent,other_violent_offense,yes,grounds/road_maintenance,yes,,,,,
3098,black,never_married,2015,2015,property,nonviolent,no,no_WA,,,,,,
3099,american_indian/alaska_native,divorced,2012,2016,other,nonviolent,yes,food,yes,,,,,
3100,white,never_married,2010,2011,public_order,nonviolent,yes,janitorial,yes,,,,,
3101,white,divorced,2016,2016,violent,,no,no_WA,,,,,,
3102,white,separated,2011,2012,public_order,nonviolent,yes,general_services,yes,,,,,
3103,white,divorced,2006,2008,violent,other_violent_offense,yes,laundry,yes,,,,,
3106,black,never_married,2012,2013,drug,nonviolent,yes,general_services,yes,,,,,
3107,white,divorced,2011,2013,violent,rape,yes,medical,yes,,,,,
3108,white,married,2014,2016,violent,other_violent_offense,yes,food,yes,,,,,
3109,black,never_married,2014,2016,property,nonviolent,no,no_WA,,,,,,
3110,black,never_married,2010,,violent,other_violent_offense,no,no_WA,,,,,,
3112,hispanic/latino,married,2010,2011,drug,nonviolent,yes,janitorial,yes,,,,,
3113,black,never_married,1998,2000,violent,other_violent_offense,yes,general_services,yes,,,,,
3115,black,divorced,2010,2011,violent,other_violent_offense,no,no_WA,,,,,,
3117,white,married,2015,2015,violent,,no,no_WA,,,,,,
3118,white,married,2016,2016,,,yes,food,yes,,,,,
3119,other,separated,2015,2015,drug,nonviolent,no,no_WA,,,,,,
3120,other,married,2013,2015,drug,nonviolent,yes,janitorial,yes,,,,,
3121,black,never_married,2016,2016,,,no,no_WA,,,,,,
3122,white,never_married,2015,2015,public_order,nonviolent,yes,general_services,yes,,,,,
3123,white,never_married,,2012,public_order,nonviolent,yes,janitorial,yes,,,,,
3124,white,married,2008,2009,violent,,yes,medical,yes,,,,,
3125,black,never_married,2014,2016,property,nonviolent,no,no_WA,,,,,,
3126,american_indian/alaska_native,never_married,2014,2015,property,nonviolent,yes,janitorial,yes,,,,,
3127,white,separated,,,property,nonviolent,yes,janitorial,yes,,,,,
3128,white,never_married,2012,2016,violent,murder/manslaughter,no,no_WA,,,,,,
3129,hispanic/latino,divorced,2014,2016,property,nonviolent,no,no_WA,,,,,,
3130,black,divorced,2005,,violent,murder/manslaughter,no,no_WA,,,,,,
3131,black,married,,2016,public_order,nonviolent,yes,food,yes,,,,,
3132,white,divorced,2015,2015,property,nonviolent,yes,grounds/road_maintenance,yes,,,,,
3133,black,never_married,2015,2015,public_order,nonviolent,no,no_WA,,,,,,
3134,white,never_married,2003,2009,,,no,no_WA,,,,,,
3135,hispanic/latino,married,2015,2015,drug,nonviolent,yes,general_services,yes,,,,,
3136,black,separated,1998,2000,violent,murder/manslaughter,no,no_WA,,,,,,
3137,american_indian/alaska_native,married,2012,2013,drug,nonviolent,yes,general_services,yes,,,,,
3138,other,never_married,2014,2014,violent,murder/manslaughter,yes,janitorial,yes,,,,,
3139,black,never_married,2013,2014,violent,murder/manslaughter,yes,janitorial,yes,,,,,
3140,white,married,2014,2015,property,nonviolent,yes,food,yes,,,,,
3141,black,never_married,2008,2011,violent,other_violent_offense,no,no_WA,,,,,,
3142,white,never_married,2006,2007,violent,other_violent_offense,yes,laundry,yes,,,,,
3143,black,never_married,2010,2014,drug,nonviolent,yes,janitorial,yes,,,,,
3144,black,married,2015,2016,public_order,nonviolent,yes,janitorial,yes,,,,,
3145,other,never_married,2008,2010,violent,other_violent_offense,yes,goods_production/industries,yes,,,,,
3146,black,never_married,2013,2015,property,nonviolent,yes,general_services,yes,,,,,
3147,white,never_married,2015,2015,,,yes,janitorial,yes,,,,,
3148,other,never_married,2014,2014,drug,nonviolent,yes,food,yes,,,,,
3149,white,divorced,,1986,violent,murder/manslaughter,no,no_WA,,,,,,
3150,black,never_married,,,drug,nonviolent,no,no_WA,,,,,,
3151,white,married,2015,2015,property,nonviolent,yes,food,yes,,,,,
3152,white,divorced,2015,2016,,,no,no_WA,,,,,,
3153,black,never_married,2015,2015,violent,other_violent_offense,yes,food,yes,,,,,
3154,other,married,2007,2007,violent,murder/manslaughter,yes,other,yes,,,,,
3155,black,married,2000,2000,violent,murder/manslaughter,yes,grounds/road_maintenance,yes,,,,,
3156,white,married,2008,2009,property,nonviolent,yes,grounds/road_maintenance,yes,,,,,
3157,white,never_married,2015,2015,drug,nonviolent,no,no_WA,,,,,,
3158,black,never_married,2004,2006,violent,other_violent_offense,yes,laundry,yes,,,,,
3160,black,never_married,2013,2014,violent,murder/manslaughter,no,no_WA,,,,,,
3161,black,married,2015,2016,public_order,nonviolent,yes,janitorial,yes,,,,,
3162,white,separated,2013,2015,violent,other_violent_offense,no,no_WA,,,,,,
3163,black,divorced,1998,2011,violent,other_violent_offense,yes,janitorial,yes,,,,,
3164,black,never_married,2014,2014,public_order,nonviolent,yes,other,yes,,,,,
3165,white,never_married,2015,2016,drug,nonviolent,yes,janitorial,yes,,,,,
3166,hispanic/latino,never_married,2010,2011,violent,other_violent_offense,yes,food,yes,,,,,
3167,black,divorced,2007,2008,drug,nonviolent,yes,grounds/road_maintenance,yes,,,,,
3168,white,separated,2010,2011,violent,rape,no,no_WA,,,,,,
3169,white,married,2011,2015,drug,nonviolent,no,no_WA,,,,,,
3170,white,divorced,2015,2016,drug,nonviolent,yes,general_services,yes,,,,,
3171,american_indian/alaska_native,married,2005,2009,violent,rape,yes,other,yes,,,,,
3172,other,married,2011,2012,violent,murder/manslaughter,yes,janitorial,yes,,,,,
3173,other,never_married,2014,2015,public_order,nonviolent,no,no_WA,,,,,,
3174,white,divorced,2013,2014,drug,nonviolent,yes,janitorial,yes,,,,,
3175,white,widowed,2009,2009,public_order,nonviolent,no,no_WA,,,,,,
3176,american_indian/alaska_native,never_married,2010,2011,violent,other_violent_offense,yes,general_services,yes,,,,,
3177,black,divorced,2011,2013,drug,nonviolent,no,no_WA,,,,,,
3178,white,never_married,2013,2014,public_order,nonviolent,yes,janitorial,yes,,,,,
3179,black,never_married,2013,2013,violent,other_violent_offense,no,no_WA,,,,,,
3181,other,married,,2014,property,nonviolent,yes,janitorial,yes,,,,,
3182,other,married,2009,,violent,other_violent_offense,yes,janitorial,yes,,,,,
3184,white,never_married,2011,,violent,other_violent_offense,no,no_WA,,,,,,
3186,white,divorced,2015,2016,,,no,no_WA,,,,,,
3187,white,widowed,2012,2015,public_order,nonviolent,yes,other,yes,,,,,
3189,white,divorced,2013,2014,violent,other_violent_offense,no,no_WA,,,,,,
3190,other,never_married,2014,2016,violent,murder/manslaughter,no,no_WA,,,,,,
3191,other,never_married,2014,2014,violent,other_violent_offense,no,no_WA,,,,,,
3192,black,never_married,2000,2001,drug,nonviolent,yes,food,yes,,,,,
3193,black,divorced,2014,2015,,,yes,janitorial,yes,,,,,
3194,american_indian/alaska_native,never_married,2015,2015,violent,other_violent_offense,no,no_WA,,,,,,
3195,black,never_married,2012,2013,,,no,no_WA,,,,,,
3196,white,never_married,2013,2014,other,nonviolent,yes,janitorial,yes,,,,,
3198,american_indian/alaska_native,never_married,2014,2015,,,yes,maintenance/repair/construction,yes,,,,,
3201,american_indian/alaska_native,never_married,2011,2012,violent,murder/manslaughter,yes,maintenance/repair/construction,yes,,,,,
3202,black,never_married,1976,,violent,murder/manslaughter,yes,medical,yes,,,,,
3203,american_indian/alaska_native,never_married,2015,2015,,,no,no_WA,,,,,,
3204,other,never_married,2015,2015,public_order,nonviolent,no,no_WA,,,,,,
3205,native_hawaiian/pacific_islander,married,2012,2013,violent,other_violent_offense,yes,food,yes,,,,,
3206,white,married,,2015,property,nonviolent,yes,general_services,yes,,,,,
3207,white,divorced,2014,2015,violent,other_violent_offense,no,no_WA,,,,,,
3208,black,married,2007,2009,violent,other_violent_offense,yes,janitorial,yes,,,,,
3209,black,never_married,2015,2016,,,no,no_WA,,,,,,
3210,american_indian/alaska_native,never_married,2015,2016,drug,nonviolent,no,no_WA,,,,,,
3211,black,never_married,2012,2013,violent,other_violent_offense,no,no_WA,,,,,,
3212,black,married,2005,2005,drug,nonviolent,yes,janitorial,yes,,,,,
3214,black,never_married,1995,,violent,,yes,grounds/road_maintenance,yes,,,,,
3215,white,married,2014,2015,drug,nonviolent,no,no_WA,,,,,,
3216,black,never_married,2013,2015,public_order,nonviolent,yes,general_services,yes,,,,,
3217,white,widowed,2009,2010,violent,murder/manslaughter,no,no_WA,,,,,,
3218,black,divorced,2015,2016,violent,other_violent_offense,no,no_WA,,,,,,
3219,hispanic/latino,never_married,2002,2002,drug,nonviolent,yes,janitorial,yes,,,,,
3220,white,divorced,2015,2015,violent,other_violent_offense,no,no_WA,,,,,,
3221,other,never_married,2010,2012,property,nonviolent,yes,grounds/road_maintenance,yes,,,,,
3222,white,divorced,2010,2011,violent,murder/manslaughter,yes,laundry,yes,,,,,
3224,white,never_married,1998,1999,violent,other_violent_offense,yes,goods_production/industries,yes,,,,,
3225,white,married,2003,2006,violent,other_violent_offense,yes,grounds/road_maintenance,yes,,,,,
3226,black,never_married,2004,2007,,,no,no_WA,,,,,,
3227,american_indian/alaska_native,divorced,2015,2015,public_order,nonviolent,no,no_WA,,,,,,
3228,white,divorced,2014,2015,violent,rape,no,no_WA,,,,,,
3229,other,divorced,2012,2013,violent,other_violent_offense,yes,grounds/road_maintenance,yes,,,,,
3230,american_indian/alaska_native,married,2015,2016,violent,murder/manslaughter,no,no_WA,,,,,,
3231,black,never_married,2011,2011,violent,other_violent_offense,no,no_WA,,,,,,
3233,black,never_married,2011,2013,property,nonviolent,yes,maintenance/repair/construction,yes,,,,,
3234,white,never_married,2015,2016,drug,nonviolent,yes,laundry,yes,,,,,
3235,white,married,2013,2013,public_order,nonviolent,yes,grounds/road_maintenance,yes,,,,,
3236,black,never_married,1981,1982,violent,murder/manslaughter,no,no_WA,,,,,,
3237,black,never_married,2014,2015,violent,other_violent_offense,yes,grounds/road_maintenance,yes,,,,,
3238,other,divorced,2013,2014,drug,nonviolent,no,no_WA,,,,,,
3239,black,never_married,2014,2015,drug,nonviolent,yes,other,yes,,,,,
3241,black,divorced,2013,2014,violent,other_violent_offense,no,no_WA,,,,,,
3242,white,never_married,2013,2014,violent,other_violent_offense,no,no_WA,,,,,,
3243,american_indian/alaska_native,divorced,2011,2011,property,nonviolent,yes,general_services,yes,,,,,
3244,white,divorced,2015,2016,public_order,nonviolent,yes,food,yes,,,,,
3245,hispanic/latino,divorced,2015,2016,public_order,nonviolent,no,no_WA,,,,,,
3246,white,married,2015,2015,public_order,nonviolent,yes,grounds/road_maintenance,yes,,,,,
3247,black,never_married,2015,2015,property,nonviolent,yes,grounds/road_maintenance,yes,,,,,
3248,white,divorced,2011,2012,public_order,nonviolent,yes,general_services,yes,,,,,
3249,black,never_married,2008,2010,drug,nonviolent,yes,food,yes,,,,,
3251,other,married,2014,2015,violent,rape,no,no_WA,,,,,,
3252,black,married,2016,2016,,,yes,maintenance/repair/construction,yes,,,,,
3253,other,never_married,2011,2013,property,nonviolent,no,no_WA,,,,,,
3254,white,divorced,2014,2015,property,nonviolent,yes,food,yes,,,,,
3255,white,never_married,2015,2016,violent,other_violent_offense,yes,janitorial,yes,,,,,
3256,other,never_married,2014,2015,violent,other_violent_offense,no,no_WA,,,,,,
3257,white,never_married,2013,2015,drug,nonviolent,yes,general_services,,,,,,
3259,white,married,2015,2016,drug,nonviolent,no,no_WA,,,,,,
3260,black,never_married,2009,2010,violent,other_violent_offense,no,no_WA,,,,,,
3261,american_indian/alaska_native,never_married,2016,2016,property,nonviolent,no,no_WA,,,,,,
3262,hispanic/latino,never_married,2005,2005,violent,other_violent_offense,yes,farming/forestry/ranching,yes,,,,,
3263,white,never_married,2015,2015,public_order,nonviolent,yes,janitorial,yes,,,,,
3264,white,never_married,2014,2015,violent,other_violent_offense,no,no_WA,,,,,,
3266,black,never_married,2016,2016,,,yes,grounds/road_maintenance,yes,,,,,
3267,black,never_married,1996,2016,violent,other_violent_offense,yes,janitorial,yes,,,,,
3270,american_indian/alaska_native,married,,,,,yes,,yes,,,,,
3271,hispanic/latino,never_married,2011,2013,drug,nonviolent,no,no_WA,,,,,,
3272,other,never_married,2013,2014,drug,nonviolent,yes,janitorial,yes,,,,,
3273,white,separated,2000,2003,property,nonviolent,yes,janitorial,yes,,,,,
3275,black,never_married,2007,,public_order,nonviolent,no,no_WA,,,,,,
3277,white,divorced,2008,2008,violent,rape,no,no_WA,,,,,,
3278,white,never_married,2012,2013,,,yes,food,yes,,,,,
3279,black,never_married,2000,2002,violent,other_violent_offense,yes,grounds/road_maintenance,yes,,,,,
3280,black,never_married,1991,1992,violent,murder/manslaughter,yes,janitorial,yes,,,,,
3281,other,married,2015,2015,violent,rape,no,no_WA,,,,,,
3282,american_indian/alaska_native,never_married,1987,1998,violent,other_violent_offense,yes,janitorial,yes,,,,,
3283,white,married,2015,2015,,,yes,other,yes,,,,,
3284,white,never_married,2015,2015,violent,,yes,farming/forestry/ranching,yes,,,,,
3285,black,separated,2014,2015,drug,nonviolent,yes,farming/forestry/ranching,yes,,,,,
3286,hispanic/latino,never_married,2015,2015,drug,nonviolent,yes,food,yes,,,,,
3287,white,never_married,2014,2014,property,nonviolent,yes,janitorial,yes,,,,,
3288,hispanic/latino,married,2015,2016,property,nonviolent,yes,food,yes,,,,,
3289,white,separated,2012,2016,drug,nonviolent,no,no_WA,,,,,,
3290,white,married,2012,2016,violent,other_violent_offense,yes,janitorial,yes,,,,,
3291,black,married,2012,2012,drug,nonviolent,no,no_WA,,,,,,
3292,white,separated,2014,2015,violent,other_violent_offense,yes,food,yes,,,,,
3293,american_indian/alaska_native,never_married,2012,2015,drug,nonviolent,yes,food,yes,,,,,
3294,other,never_married,2013,2014,violent,,no,no_WA,,,,,,
3295,black,never_married,2000,2001,violent,murder/manslaughter,yes,janitorial,yes,,,,,
3296,white,divorced,2015,2015,violent,other_violent_offense,no,no_WA,,,,,,
3297,black,never_married,2013,2014,other,nonviolent,yes,general_services,yes,,,,,
3298,other,married,2011,2013,property,nonviolent,yes,maintenance/repair/construction,yes,,,,,
3299,white,never_married,2014,2015,drug,nonviolent,yes,other,yes,,,,,
3300,white,never_married,2016,2016,,,no,no_WA,,,,,,
3301,other,never_married,2011,2015,,,no,no_WA,,,,,,
3302,other,never_married,2015,2016,public_order,nonviolent,no,no_WA,,,,,,
3304,black,widowed,2015,2015,violent,other_violent_offense,no,no_WA,,,,,,
3305,black,married,2010,2011,drug,nonviolent,yes,food,yes,,,,,
3306,white,never_married,,2013,public_order,nonviolent,yes,other,yes,,,,,
3307,black,never_married,2015,2015,public_order,nonviolent,yes,grounds/road_maintenance,yes,,,,,
3308,other,never_married,1996,2001,violent,murder/manslaughter,yes,janitorial,yes,,,,,
3310,white,divorced,2014,2015,violent,other_violent_offense,yes,medical,yes,,,,,
